age,workclass,education,educational_num,marital_status,occupation,relationship,hours_per_week,native_country,income
30,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,40,United-States,<=50K
29,Local-gov,Some-college,10,Never-married,Farming-fishing,Not-in-family,40,United-States,<=50K
31,Private,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,40,United-States,<=50K
64,?,9th,5,Married-civ-spouse,?,Husband,50,United-States,<=50K
55,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,40,Philippines,<=50K
19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,35,United-States,<=50K
31,State-gov,12th,8,Married-civ-spouse,Tech-support,Wife,40,United-States,>50K
18,State-gov,11th,7,Never-married,Other-service,Own-child,8,United-States,<=50K
68,Private,HS-grad,9,Widowed,Sales,Not-in-family,24,United-States,<=50K
50,?,Some-college,10,Married-civ-spouse,?,Husband,40,United-States,<=50K
36,Local-gov,Some-college,10,Never-married,Exec-managerial,Unmarried,48,United-States,<=50K
44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,20,United-States,>50K
20,Private,HS-grad,9,Never-married,Sales,Own-child,20,United-States,<=50K
18,Private,10th,6,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,30,United-States,<=50K
49,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Not-in-family,40,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
22,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,45,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,40,United-States,<=50K
26,Private,Some-college,10,Married-civ-spouse,Sales,Husband,50,?,<=50K
44,Self-emp-not-inc,12th,8,Married-civ-spouse,Exec-managerial,Husband,60,Vietnam,<=50K
55,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,60,United-States,<=50K
21,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
54,Private,Some-college,10,Married-civ-spouse,Craft-repair,Wife,40,United-States,<=50K
39,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,44,United-States,<=50K
52,Private,HS-grad,9,Divorced,Other-service,Not-in-family,38,United-States,<=50K
57,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,50,United-States,>50K
67,?,7th-8th,4,Widowed,?,Not-in-family,35,United-States,<=50K
58,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,40,United-States,<=50K
27,Local-gov,Some-college,10,Never-married,Prof-specialty,Other-relative,16,United-States,<=50K
66,?,HS-grad,9,Married-civ-spouse,?,Husband,15,United-States,<=50K
41,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,40,United-States,<=50K
18,Private,11th,7,Never-married,Prof-specialty,Own-child,16,United-States,<=50K
58,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,52,Mexico,>50K
50,Private,5th-6th,3,Divorced,Other-service,Not-in-family,37,Cuba,<=50K
31,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,40,United-States,<=50K
32,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,40,United-States,<=50K
37,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,45,United-States,<=50K
26,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,20,United-States,<=50K
33,Local-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,50,United-States,<=50K
35,State-gov,HS-grad,9,Never-married,Other-service,Unmarried,40,United-States,<=50K
44,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,45,Mexico,<=50K
26,Private,Bachelors,13,Never-married,Craft-repair,Own-child,40,Mexico,<=50K
48,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,40,United-States,<=50K
40,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,40,United-States,<=50K
62,Private,10th,6,Married-civ-spouse,Sales,Husband,35,United-States,<=50K
37,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,45,United-States,>50K
18,Private,11th,7,Never-married,Sales,Own-child,18,United-States,<=50K
48,Private,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,38,Ecuador,<=50K
45,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,50,United-States,<=50K
35,Private,Some-college,10,Married-civ-spouse,Sales,Husband,45,United-States,<=50K
35,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,40,United-States,<=50K
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,51,United-States,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,40,Cuba,<=50K
19,Private,Some-college,10,Never-married,Sales,Own-child,30,United-States,<=50K
53,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,60,United-States,<=50K
49,Private,Some-college,10,Divorced,Other-service,Not-in-family,40,United-States,<=50K
71,Private,HS-grad,9,Widowed,Sales,Other-relative,16,United-States,<=50K
38,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,36,Mexico,<=50K
39,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,45,United-States,<=50K
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
29,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,50,United-States,>50K
52,Private,5th-6th,3,Divorced,Farming-fishing,Unmarried,40,United-States,<=50K
41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,40,United-States,>50K
20,Private,Some-college,10,Never-married,Other-service,Not-in-family,35,United-States,<=50K
30,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,45,United-States,<=50K
56,Private,10th,6,Divorced,Adm-clerical,Unmarried,36,United-States,<=50K
26,Private,HS-grad,9,Divorced,Sales,Unmarried,40,United-States,<=50K
36,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,40,United-States,<=50K
26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,42,United-States,<=50K
58,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,>50K
24,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
41,Private,Some-college,10,Divorced,Sales,Not-in-family,32,United-States,<=50K
27,Private,Some-college,10,Never-married,Sales,Own-child,35,United-States,<=50K
28,State-gov,Some-college,10,Separated,Exec-managerial,Own-child,40,United-States,<=50K
57,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,40,United-States,<=50K
21,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,20,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,40,United-States,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,40,United-States,<=50K
58,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,60,United-States,<=50K
27,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,50,United-States,<=50K
36,Private,HS-grad,9,Separated,Sales,Unmarried,17,United-States,<=50K
68,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
33,Self-emp-inc,HS-grad,9,Widowed,Sales,Unmarried,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Other-service,Own-child,18,United-States,<=50K
26,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,40,United-States,<=50K
37,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,30,United-States,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,45,United-States,<=50K
32,Private,Some-college,10,Never-married,Tech-support,Not-in-family,38,United-States,<=50K
18,Private,11th,7,Never-married,Exec-managerial,Own-child,25,United-States,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
40,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,40,United-States,<=50K
50,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,40,United-States,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,50,United-States,>50K
60,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,46,United-States,>50K
28,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,40,United-States,<=50K
34,Private,HS-grad,9,Divorced,Sales,Not-in-family,45,United-States,<=50K
37,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,40,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,40,United-States,<=50K
46,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,65,United-States,>50K
21,Private,11th,7,Married-spouse-absent,Handlers-cleaners,Own-child,40,Dominican-Republic,<=50K
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,45,United-States,<=50K
47,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,40,United-States,<=50K
18,Private,12th,8,Never-married,Handlers-cleaners,Own-child,20,United-States,<=50K
22,Private,Bachelors,13,Never-married,Sales,Not-in-family,16,United-States,<=50K
36,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,30,United-States,<=50K
59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,48,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,38,El-Salvador,<=50K
33,Private,10th,6,Divorced,Craft-repair,Not-in-family,35,England,<=50K
53,Self-emp-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,50,South,<=50K
44,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,40,United-States,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,50,United-States,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,50,United-States,<=50K
54,Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,35,United-States,<=50K
51,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,40,United-States,<=50K
31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,38,United-States,<=50K
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
44,Private,HS-grad,9,Divorced,Other-service,Unmarried,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Exec-managerial,Own-child,50,United-States,<=50K
43,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,40,United-States,<=50K
26,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,40,United-States,<=50K
30,Private,Bachelors,13,Never-married,Sales,Own-child,18,United-States,<=50K
30,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
46,Private,HS-grad,9,Never-married,Other-service,Not-in-family,15,United-States,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,50,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,50,United-States,<=50K
36,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,40,United-States,>50K
25,Self-emp-not-inc,HS-grad,9,Separated,Craft-repair,Own-child,35,United-States,<=50K
30,Federal-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
46,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,40,United-States,>50K
47,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,48,United-States,>50K
66,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,26,United-States,>50K
43,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,40,United-States,<=50K
71,?,HS-grad,9,Widowed,?,Not-in-family,20,United-States,<=50K
36,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,55,United-States,>50K
46,?,HS-grad,9,Married-spouse-absent,?,Not-in-family,40,Philippines,<=50K
44,Local-gov,Some-college,10,Widowed,Adm-clerical,Unmarried,15,United-States,<=50K
42,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,50,United-States,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,45,Philippines,>50K
36,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
60,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,45,United-States,>50K
37,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,50,United-States,>50K
26,Private,Bachelors,13,Never-married,Transport-moving,Own-child,20,United-States,<=50K
24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,30,United-States,<=50K
17,?,11th,7,Never-married,?,Own-child,18,United-States,<=50K
45,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,35,United-States,<=50K
54,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,48,United-States,>50K
22,Private,Some-college,10,Never-married,Sales,Own-child,30,United-States,<=50K
63,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,48,United-States,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,43,United-States,<=50K
27,Private,Some-college,10,Never-married,Other-service,Not-in-family,25,United-States,<=50K
33,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,33,Mexico,<=50K
64,Private,Bachelors,13,Widowed,Prof-specialty,Not-in-family,30,United-States,<=50K
50,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
44,Self-emp-not-inc,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,40,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,50,United-States,<=50K
44,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,40,Vietnam,<=50K
53,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,35,United-States,<=50K
33,Local-gov,HS-grad,9,Widowed,Other-service,Unmarried,40,United-States,<=50K
34,Federal-gov,12th,8,Married-civ-spouse,Armed-Forces,Husband,40,United-States,<=50K
27,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,70,United-States,<=50K
43,?,Assoc-voc,11,Widowed,?,Not-in-family,36,United-States,<=50K
80,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,20,United-States,<=50K
31,Private,Assoc-acdm,12,Divorced,Other-service,Not-in-family,32,United-States,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
53,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,40,United-States,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,44,United-States,<=50K
38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
33,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
48,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,60,Mexico,>50K
23,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,40,United-States,<=50K
31,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,50,United-States,<=50K
52,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,70,United-States,<=50K
24,Private,HS-grad,9,Never-married,Tech-support,Own-child,40,United-States,<=50K
45,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,40,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,40,United-States,>50K
52,Private,5th-6th,3,Widowed,Other-service,Unmarried,40,Mexico,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
39,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,55,United-States,>50K
40,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,50,United-States,>50K
28,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,50,United-States,<=50K
21,?,Some-college,10,Never-married,?,Own-child,16,United-States,<=50K
23,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
36,Self-emp-inc,7th-8th,4,Never-married,Craft-repair,Unmarried,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,15,United-States,<=50K
55,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,50,United-States,<=50K
71,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,17,United-States,<=50K
47,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,60,United-States,>50K
17,Self-emp-inc,10th,6,Never-married,Sales,Own-child,12,United-States,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,50,United-States,>50K
32,Private,Some-college,10,Never-married,Other-service,Other-relative,40,?,<=50K
46,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,40,United-States,>50K
27,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,40,United-States,<=50K
39,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
40,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,48,United-States,<=50K
30,Private,HS-grad,9,Never-married,Sales,Not-in-family,30,United-States,<=50K
17,Private,9th,5,Never-married,Other-service,Unmarried,20,United-States,<=50K
33,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
72,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,30,United-States,<=50K
34,Federal-gov,Some-college,10,Married-AF-spouse,Adm-clerical,Wife,40,United-States,>50K
65,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,40,Cambodia,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,40,United-States,<=50K
26,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,40,Mexico,<=50K
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,40,United-States,<=50K
47,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,48,United-States,>50K
31,Private,Some-college,10,Never-married,Other-service,Not-in-family,40,United-States,<=50K
28,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,50,United-States,<=50K
38,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,50,Italy,>50K
34,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,28,United-States,<=50K
44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,35,United-States,>50K
27,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
50,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,44,United-States,>50K
47,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,30,United-States,<=50K
20,Private,Some-college,10,Never-married,Other-service,Not-in-family,40,United-States,<=50K
24,Private,HS-grad,9,Never-married,Sales,Not-in-family,38,United-States,<=50K
29,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,40,United-States,>50K
37,Local-gov,Assoc-voc,11,Never-married,Other-service,Unmarried,32,United-States,<=50K
42,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,40,United-States,<=50K
20,?,Some-college,10,Never-married,?,Own-child,20,United-States,<=50K
68,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
22,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,40,Vietnam,<=50K
72,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,30,United-States,<=50K
45,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,20,United-States,<=50K
30,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,40,United-States,>50K
56,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,60,United-States,<=50K
25,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,40,United-States,<=50K
41,Private,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,40,Guatemala,<=50K
25,Private,Bachelors,13,Never-married,Other-service,Not-in-family,37,United-States,<=50K
31,State-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,40,United-States,>50K
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,38,United-States,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,20,United-States,<=50K
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
55,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,50,Canada,>50K
46,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,48,United-States,>50K
44,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,20,United-States,<=50K
44,Private,11th,7,Married-civ-spouse,Other-service,Husband,60,United-States,<=50K
28,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,55,United-States,<=50K
42,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,50,United-States,<=50K
41,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,40,United-States,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,45,United-States,<=50K
64,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,30,United-States,<=50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,25,United-States,<=50K
45,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,40,United-States,>50K
31,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,50,United-States,<=50K
36,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
32,Private,9th,5,Separated,Other-service,Unmarried,40,Mexico,<=50K
33,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,65,United-States,<=50K
51,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,35,United-States,>50K
36,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,40,United-States,<=50K
40,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,40,United-States,<=50K
44,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,51,United-States,>50K
40,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,45,England,<=50K
46,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,40,United-States,<=50K
31,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,60,United-States,>50K
30,Private,HS-grad,9,Never-married,Sales,Not-in-family,40,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,40,United-States,<=50K
25,Private,Bachelors,13,Never-married,Other-service,Other-relative,40,United-States,<=50K
35,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
29,Private,Prof-school,15,Never-married,Prof-specialty,Other-relative,50,United-States,<=50K
39,Private,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,40,United-States,<=50K
44,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Unmarried,40,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,60,United-States,>50K
79,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,20,United-States,>50K
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,45,United-States,>50K
44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,60,United-States,>50K
23,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,30,United-States,<=50K
27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,45,United-States,<=50K
46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,40,United-States,>50K
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
36,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,48,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,60,United-States,>50K
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,45,United-States,<=50K
41,State-gov,HS-grad,9,Never-married,Transport-moving,Not-in-family,40,United-States,>50K
49,Federal-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
34,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,40,United-States,>50K
29,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,35,Peru,<=50K
63,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
29,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
65,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,40,United-States,<=50K
26,Private,Bachelors,13,Never-married,Other-service,Not-in-family,25,United-States,<=50K
42,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,40,Taiwan,>50K
44,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,37,United-States,<=50K
51,?,HS-grad,9,Separated,?,Not-in-family,6,United-States,<=50K
41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,25,United-States,<=50K
22,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,35,Haiti,<=50K
36,?,Some-college,10,Married-civ-spouse,?,Wife,25,United-States,<=50K
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
33,Local-gov,10th,6,Married-civ-spouse,Transport-moving,Husband,40,United-States,<=50K
46,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,38,United-States,>50K
49,Private,11th,7,Married-civ-spouse,Priv-house-serv,Other-relative,40,United-States,<=50K
41,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,40,United-States,<=50K
52,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,40,United-States,<=50K
40,Private,Some-college,10,Separated,Handlers-cleaners,Not-in-family,40,United-States,<=50K
53,Federal-gov,Some-college,10,Never-married,Prof-specialty,Unmarried,40,United-States,<=50K
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,50,United-States,<=50K
30,Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,40,United-States,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
71,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,50,United-States,<=50K
20,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,30,United-States,<=50K
26,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,50,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,65,United-States,<=50K
36,?,9th,5,Divorced,?,Unmarried,40,Mexico,<=50K
49,Private,HS-grad,9,Separated,Prof-specialty,Unmarried,60,United-States,<=50K
48,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
22,Private,HS-grad,9,Never-married,Other-service,Own-child,40,United-States,<=50K
30,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,40,United-States,<=50K
